"","SiteSubsite","SiteSubsitePlot","MOISTURE","LAT.x","Region","LogPlotSize","MeanRichness","Duration","PlotForbMean","PlotShrubMean","PlotGraminoidMean","X.x","Slope","X.y","LAT.y","LONG","mat","warmq","coldq","prec","ID","WarmQSlope","PrecSlope","X","ForbSlope","GraminoidSlope","ShrubSlope"
"11","ABISKO:ABISKOWET_MULTE","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl5","WET",68.20462,"Eurasia",-1.38629436111989,9,9,3.91168890450857,86.0862307160949,10.0020803793966,17,-0.00678707298834177,845,68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362,17,0.174982021316716,-2.23259252768324,2.05761050636652
"12","ABISKO:ABISKOWET_MULTE","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl6","WET",68.20462,"Eurasia",-1.38629436111989,10,9,1.04067516334597,72.5730924780979,26.3862323585561,18,0.01993030963863,844,68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362,18,0.00756386470672185,-1.2909714002151,1.28340753550838
"13","ABISKO:PEATLAND","ABISKO:PEATLAND:AA1","MOIST",68.358087,"Eurasia",-1.38629436111989,8,13,6.45745740725654,91.488568927823,2.05397366492043,19,-0.00154843535095269,1189,68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709,19,0.0197733785742332,-0.0274762821068605,0.00770290353263292
"14","ABISKO:PEATLAND","ABISKO:PEATLAND:AA2","MOIST",68.358087,"Eurasia",-1.38629436111989,8,13,10.7441656818704,84.3236951897887,4.93213912834086,20,-0.00992886172635704,1190,68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709,20,0.387694637028072,0.107811180494058,-0.495505817522128
"15","ABISKO:PEATLAND","ABISKO:PEATLAND:AA3","MOIST",68.358087,"Eurasia",-1.38629436111989,9,13,10.8545518147748,87.71792558206,1.42752260316524,21,-0.00037893343047178,1191,68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709,21,0.157785714381651,0.231718529312548,-0.389504243694196
"16","ABISKO:PEATLAND","ABISKO:PEATLAND:AA4","MOIST",68.358087,"Eurasia",-1.38629436111989,8,13,13.0241780391332,83.1948095089526,3.78101245191419,22,0.000411736317762796,1192,68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709,22,1.52255363706618,-0.159826222639159,-1.36272741442701
"17","ABISKO:PEATLAND","ABISKO:PEATLAND:AA5","MOIST",68.358087,"Eurasia",-1.38629436111989,9,13,5.27413814590287,92.9762846967391,1.74957715735807,23,-0.00933391138410727,1193,68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709,23,0.381176489861766,-0.0710320551564104,-0.310144434705354
"18","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.10new","MOIST",78.87448,"North America-East",0,8,24,9.57977723888159,70.6365511317969,19.7836716293215,42,-0.000548547422088089,2081,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,42,0.352712360860482,0.281175070287949,-0.633887431148431
"19","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.11new","MOIST",78.87448,"North America-East",0,7,24,6.18795049639603,73.2964298447775,20.5156196588265,43,0.0029373577807643,2082,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,43,0.0581548559500322,0.77022850428582,-0.828383360235852
"20","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.12","MOIST",78.87448,"North America-East",0,7,19,5.78869047619048,74.0953407224959,20.1159688013136,44,0.00549593677503755,2102,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,44,0.584523809523811,0.50019157088123,-1.08471538040504
"21","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.12new","MOIST",78.87448,"North America-East",0,7,24,9.60833788060679,61.0744515988213,29.3172105205719,45,4.50802208104896e-05,2083,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,45,-0.0259569704287203,0.222623207742087,-0.196666237313366
"22","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.13","MOIST",78.87448,"North America-East",0,5,19,5.41932482721956,90.7218522350101,3.85882293777031,46,0.00280628468009015,2103,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,46,0.337438714631699,0.142670581267073,-0.480109295898772
"23","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.13new","MOIST",78.87448,"North America-East",0,6,24,10.4920116604899,86.0917355482573,3.41625279125279,47,0.000723729575451608,2084,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,47,0.0143357133800676,0.164161091174511,-0.178496804554579
"24","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.14new","MOIST",78.87448,"North America-East",0,7,24,3.70546120546121,75.2553002553003,21.0392385392385,48,0.00225252810826986,2085,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,48,0.0582930173054811,-0.485471836142966,0.427178818837485
"25","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.15new","MOIST",78.87448,"North America-East",0,5,24,2.26341463414634,95.9584579071597,1.77812745869394,49,0.00525130071886911,2086,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,49,-0.0225428524659148,-0.2350162523677,0.257559104833615
"26","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.16","MOIST",78.87448,"North America-East",0,6,19,4.83939316891262,84.2121154335113,10.9484913975761,50,-0.00158777871665941,2104,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,50,-0.611709090224215,-0.263435696057105,0.87514478628132
"27","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.16new","MOIST",78.87448,"North America-East",0,8,24,4.98090347250011,78.8710150726957,16.1480814548041,51,-0.00107064204408215,2087,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,51,-0.02730196158574,0.243320615771611,-0.216018654185872
"28","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.17new","MOIST",78.87448,"North America-East",0,6,24,8.75832076675814,84.2851767399442,6.95650249329764,52,-0.000961036368814214,2088,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,52,-0.338238336157577,-0.233906526208204,0.57214486236578
"29","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.18new","MOIST",78.87448,"North America-East",0,7,24,4.44263292900309,80.1765865252235,15.3807805457734,53,0.000432685389472567,2089,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,53,-0.0456512312212214,-0.583348440295271,0.628999671516492
"30","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.1new","MOIST",78.87448,"North America-East",0,7,24,4.1556929095749,69.750947809954,26.0933592804711,54,0.000203085947753172,2090,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,54,-0.332130088458135,1.22481756867382,-0.892687480215685
"31","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.2","MOIST",78.87448,"North America-East",0,6,19,2.09276018099548,91.3084464555053,6.59879336349925,55,0.0056149846831241,2099,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,55,-0.147310206133735,-0.137087313557901,0.284397519691635
"32","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.2new","MOIST",78.87448,"North America-East",0,5,24,2.62877583465819,84.8962277785807,12.4749963867611,56,-0.0053632136041299,2091,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,56,-0.0871393360536688,-0.173248050271336,0.260387386325005
"33","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.3new","MOIST",78.87448,"North America-East",0,4,24,4.71668323842237,95.2833167615776,0,57,-0.00527422234339762,2092,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,57,0.147522713907308,NA,-0.147522713907309
"34","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.4","MOIST",78.87448,"North America-East",0,6,19,9.82013335501708,87.9415216566379,2.23834498834499,58,-0.000764882914015179,2100,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,58,-0.299109882365698,-0.0374876974876985,0.336597579853396
"35","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.4new","MOIST",78.87448,"North America-East",0,5,24,2.48081841432225,93.5575671916364,3.96161439404137,59,0.00773542934530516,2093,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,59,-0.11058990272502,0.27858431932661,-0.167994416601591
"36","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.5new","MOIST",78.87448,"North America-East",0,7,24,5.52678243854714,81.399023457847,13.0741941036059,60,-0.00392846623003227,2094,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,60,0.246820672205587,-0.187925340905994,-0.0588953312995923
"37","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.6new","MOIST",78.87448,"North America-East",0,6,24,7.54535104364326,75.9972169512967,16.4574320050601,61,-0.00216107507795646,2095,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,61,0.0357638617256751,0.190965583029052,-0.226729444754727
"38","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.7new","MOIST",78.87448,"North America-East",0,6,24,6.87450419386493,88.6893520384971,4.43614376763797,62,0.00410954152374204,2096,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,62,0.0437510905640094,-0.129339945272256,0.0855888547082463
"39","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.8new","MOIST",78.87448,"North America-East",0,5,24,5.12809487431336,89.9811342718906,4.89077085379606,63,0.00480638572362063,2097,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,63,0.210179216810055,-0.0677013418459008,-0.142477874964154
"40","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.9","MOIST",78.87448,"North America-East",0,5,19,2.72147147147147,91.1599099099099,6.11861861861862,64,-0.00262012250740002,2101,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,64,-0.273440106773437,0.0957624290957661,0.17767767767767
"41","ALEXFIORD:CASSIOPE","ALEXFIORD:CASSIOPE:Cas.c.c.9new","MOIST",78.87448,"North America-East",0,6,24,8.85472666868016,81.2819222121548,9.86335111916507,65,0.00853568533829384,2098,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,65,0.579400198009303,0.0831275844096617,-0.662527782418963
"42","ALEXFIORD:CASSIOPE_COVER","ALEXFIORD:CASSIOPE_COVER:ALL","MOIST",78.87448,"North America-East",-1.38629436111989,6,26,1.54753687555851,93.8660911175511,4.58637200689039,66,-0.003305820253604,1,78.87448,-75.78341,-14.6,3.5,-28.6,130,1,0.0436227049413513,-0.509243697478998,66,-0.00988005985175195,-0.173631031700308,0.18351109155206
"43","ALEXFIORD:DOMEDOLOMITE","ALEXFIORD:DOMEDOLOMITE:Dom.c.2d","DRY",78.86221,"North America-East",0,3,13,13.6904761904762,86.3095238095238,0,67,-0.0192883477287276,2063,78.86221,-75.90053,-16.7,1.2,-30.5,152,110,0.0427452211353295,-0.6983193277311,68,-2.13870431893692,NA,2.13870431893692
"44","ALEXFIORD:DOMEDOLOMITE","ALEXFIORD:DOMEDOLOMITE:Dom.c.3d","DRY",78.86221,"North America-East",0,2,13,0,100,0,68,-0.0266372683647844,2064,78.86221,-75.90053,-16.7,1.2,-30.5,152,110,0.0427452211353295,-0.6983193277311,69,NA,NA,-5.72416799667436e-16
"45","ALEXFIORD:DOMEDOLOMITE","ALEXFIORD:DOMEDOLOMITE:Dom.c.5d","DRY",78.86221,"North America-East",0,2,13,17.7777777777778,82.2222222222222,0,69,-0.0261177760657909,2070,78.86221,-75.90053,-16.7,1.2,-30.5,152,110,0.0427452211353295,-0.6983193277311,71,-1.00775193798446,NA,1.00775193798446
"46","ALEXFIORD:DOMEGRANITE","ALEXFIORD:DOMEGRANITE:Dom.c.1g","DRY",78.86192,"North America-East",0,2,13,15.8119658119658,81.6239316239316,2.56410256410256,70,0.0246548720998205,2065,78.86192,-75.90385,-16.7,1.2,-30.5,152,109,0.0427452211353295,-0.6983193277311,72,-1.52057245080492,-0.0894454382826117,1.61001788908753
"47","ALEXFIORD:DOMEGRANITE","ALEXFIORD:DOMEGRANITE:Dom.c.2g","DRY",78.86192,"North America-East",0,2,13,23.6111111111111,75,1.38888888888889,NA,NA,2062,78.86192,-75.90385,-16.7,1.2,-30.5,152,109,0.0427452211353295,-0.6983193277311,73,-0.823643410852382,-0.0484496124030814,0.872093023255463
"48","ALEXFIORD:DOMEGRANITE","ALEXFIORD:DOMEGRANITE:Dom.c.3g","DRY",78.86192,"North America-East",0,2,13,8.33333333333333,82.7380952380952,8.92857142857143,71,-0.0455551186580904,2066,78.86192,-75.90385,-16.7,1.2,-30.5,152,109,0.0427452211353295,-0.6983193277311,74,-1.74418604651171,-1.03820598006642,2.78239202657813
"49","ALEXFIORD:DOMEGRANITE","ALEXFIORD:DOMEGRANITE:Dom.c.4g","DRY",78.86192,"North America-East",0,2,13,45.5555555555556,50,4.44444444444444,72,-0.0866980986894098,2067,78.86192,-75.90385,-16.7,1.2,-30.5,152,109,0.0427452211353295,-0.6983193277311,75,-4.49612403100752,-0.15503875968986,4.65116279069738
"50","ALEXFIORD:DOMEGRANITE","ALEXFIORD:DOMEGRANITE:Dom.c.5g","DRY",78.86192,"North America-East",0,2,13,3.13390313390313,93.1623931623932,3.7037037037037,73,-0.0542976930403062,2071,78.86192,-75.90385,-16.7,1.2,-30.5,152,109,0.0427452211353295,-0.6983193277311,76,-0.432319618366131,-0.775193798449651,1.20751341681578
"51","ALEXFIORD:DRYAS","ALEXFIORD:DRYAS:Dry.c.10","MOIST",78.8719,"North America-East",0,8,24,3.49647092038396,64.6792772444946,31.8242518351214,75,0.00280990599752999,2123,78.8719,-75.7826,-14.6,3.5,-28.6,130,111,0.0436227049413513,-0.509243697478998,78,-0.171876655565845,0.826285372945739,-0.654408717379894
"52","ALEXFIORD:DRYAS","ALEXFIORD:DRYAS:Dry.c.1","MOIST",78.8719,"North America-East",0,9,24,10.7678516713943,63.8435099857218,25.3886383428839,74,-0.00250187189453849,2073,78.8719,-75.7826,-14.6,3.5,-28.6,130,111,0.0436227049413513,-0.509243697478998,77,-0.281494635626902,0.871080704727404,-0.589586069100503
"53","ALEXFIORD:DRYAS","ALEXFIORD:DRYAS:Dry.c.2","MOIST",78.8719,"North America-East",0,7,24,4.94086790515794,53.8024344947313,41.2566976001107,76,0.00273385893868179,2074,78.8719,-75.7826,-14.6,3.5,-28.6,130,111,0.0436227049413513,-0.509243697478998,79,0.0843020380124342,0.236388093293217,-0.320690131305651
"54","ALEXFIORD:DRYAS","ALEXFIORD:DRYAS:Dry.c.3","MOIST",78.8719,"North America-East",0,7,24,6.3129827546942,82.680884753022,11.0061324922838,77,-0.00152981179628788,2075,78.8719,-75.7826,-14.6,3.5,-28.6,130,111,0.0436227049413513,-0.509243697478998,80,0.0183724013805652,-0.12681028887627,0.108437887495705
"55","ALEXFIORD:DRYAS","ALEXFIORD:DRYAS:Dry.c.4","MOIST",78.8719,"North America-East",0,8,24,3.44385653787637,67.8788456251428,28.6772978369808,78,-0.000586184045760815,2117,78.8719,-75.7826,-14.6,3.5,-28.6,130,111,0.0436227049413513,-0.509243697478998,81,0.0485894594581066,0.477004449422261,-0.525593908880368
"56","ALEXFIORD:DRYAS","ALEXFIORD:DRYAS:Dry.c.5","MOIST",78.8719,"North America-East",0,8,24,5.58146780846478,50.2868614547078,44.1316707368275,79,0.00296986530241814,2118,78.8719,-75.7826,-14.6,3.5,-28.6,130,111,0.0436227049413513,-0.509243697478998,82,-0.120642132685536,0.790679726461443,-0.670037593775907
"57","ALEXFIORD:DRYAS","ALEXFIORD:DRYAS:Dry.c.6","MOIST",78.8719,"North America-East",0,9,24,1.92924453595185,70.1309238558452,27.939831608203,80,0.00320011803458343,2119,78.8719,-75.7826,-14.6,3.5,-28.6,130,111,0.0436227049413513,-0.509243697478998,83,0.0367836408610938,0.613099030826252,-0.649882671687345
"58","ALEXFIORD:DRYAS","ALEXFIORD:DRYAS:Dry.c.7","MOIST",78.8719,"North America-East",0,9,24,2.78263022380669,48.9604872251931,48.2568825510002,81,-0.000536056287797277,2120,78.8719,-75.7826,-14.6,3.5,-28.6,130,111,0.0436227049413513,-0.509243697478998,84,-0.0689881089315236,0.249173891586914,-0.18018578265539
"59","ALEXFIORD:DRYAS","ALEXFIORD:DRYAS:Dry.c.8","MOIST",78.8719,"North America-East",0,8,24,9.62174246019761,55.5301951647467,34.8480623750557,82,0.0053369570122636,2121,78.8719,-75.7826,-14.6,3.5,-28.6,130,111,0.0436227049413513,-0.509243697478998,85,-0.324948419404558,1.26656660329405,-0.941618183889493
"60","ALEXFIORD:DRYAS","ALEXFIORD:DRYAS:Dry.c.9","MOIST",78.8719,"North America-East",0,7,24,2.27640780272359,52.0722219459062,45.6513702513703,83,0.0116870669769888,2122,78.8719,-75.7826,-14.6,3.5,-28.6,130,111,0.0436227049413513,-0.509243697478998,86,-0.19114058837775,1.62803662922424,-1.43689604084649
"61","ALEXFIORD:FERT","ALEXFIORD:FERT:Fert.c.c.13","MOIST",78.87107,"North America-East",0,9,24,5.57804328603065,78.1885828507306,16.2333738632388,84,-0.000946412276850513,2059,78.87107,-75.79107,-14.7,3.4,-28.6,132,108,0.0432960283722865,-0.529411764705889,87,-0.0159454866666561,0.370593428436367,-0.354647941769711
"62","ALEXFIORD:FERT","ALEXFIORD:FERT:Fert.c.c.21","MOIST",78.87107,"North America-East",0,8,24,3.97353715012766,85.2471307846045,10.7793320652679,85,-0.00881486557345622,2060,78.87107,-75.79107,-14.7,3.4,-28.6,132,108,0.0432960283722865,-0.529411764705889,88,-0.114615176889502,-0.249439744338669,0.364054921228168
"63","ALEXFIORD:FERT","ALEXFIORD:FERT:Fert.c.c.29","MOIST",78.87107,"North America-East",0,8,24,7.21448543385743,72.9801462835951,19.8053682825474,86,-0.0020267527554529,2061,78.87107,-75.79107,-14.7,3.4,-28.6,132,108,0.0432960283722865,-0.529411764705889,89,-0.0795733454663522,-0.520432191092194,0.600005536558545
"64","ALEXFIORD:FERT","ALEXFIORD:FERT:Fert.c.c.37","MOIST",78.87107,"North America-East",0,9,24,9.45281835698848,74.5681852693728,15.9789963736387,87,0.000567575698520913,2072,78.87107,-75.79107,-14.7,3.4,-28.6,132,108,0.0432960283722865,-0.529411764705889,90,0.00603141104075559,0.120293583635634,-0.12632499467639
"65","ALEXFIORD:FERT","ALEXFIORD:FERT:Fert.c.c.5","MOIST",78.87107,"North America-East",0,8,24,1.36443225622095,83.7145584044609,14.9210093393182,88,-0.00193810952707688,2050,78.87107,-75.79107,-14.7,3.4,-28.6,132,108,0.0432960283722865,-0.529411764705889,91,-0.0725145831166687,-0.284992061602977,0.357506644719645
"66","ALEXFIORD:MEADOW","ALEXFIORD:MEADOW:Mead.c.10","WET",78.87558,"North America-East",0,8,19,9.42427020890205,13.5209856505096,77.0547441405883,90,0.00788172628896189,2080,78.87558,-75.80909,-14.5,3.8,-28.5,129,106,0.0441550204066004,-0.567507002801127,93,0.242385553917041,-0.618952961842945,0.376567407925905
"67","ALEXFIORD:MEADOW","ALEXFIORD:MEADOW:Mead.c.1","WET",78.87558,"North America-East",0,8,24,2.98446991157989,15.2595541144134,81.7559759740067,89,-0.000867868816315531,2043,78.87558,-75.80909,-14.5,3.8,-28.5,129,106,0.0441550204066004,-0.567507002801127,92,-0.133580254387711,0.543127373119216,-0.409547118731505
"68","ALEXFIORD:MEADOW","ALEXFIORD:MEADOW:Mead.c.2","WET",78.87558,"North America-East",0,9,24,2.03940823465229,16.9802481308428,80.9803436345049,91,-0.00244019757660625,2045,78.87558,-75.80909,-14.5,3.8,-28.5,129,106,0.0441550204066004,-0.567507002801127,94,0.154573246777184,0.486212375870261,-0.640785622647445
"69","ALEXFIORD:MEADOW","ALEXFIORD:MEADOW:Mead.c.3","WET",78.87558,"North America-East",0,9,24,3.80916706191546,20.6211110650118,75.5697218730727,92,0.00148578292575453,2047,78.87558,-75.80909,-14.5,3.8,-28.5,129,106,0.0441550204066004,-0.567507002801127,95,0.328619509651287,0.113150573401746,-0.441770083053034
"70","ALEXFIORD:MEADOW","ALEXFIORD:MEADOW:Mead.c.4","WET",78.87558,"North America-East",0,9,19,1.7726221826589,13.8417529023404,84.3856249150007,93,-0.00722512410805587,2076,78.87558,-75.80909,-14.5,3.8,-28.5,129,106,0.0441550204066004,-0.567507002801127,96,0.0244811335741963,0.0671486319214038,-0.0916297654956005
"71","ALEXFIORD:MEADOW","ALEXFIORD:MEADOW:Mead.c.5","WET",78.87558,"North America-East",0,8,19,3.40674129166354,7.363063130744,89.2301955775925,94,0.00270785421884429,2077,78.87558,-75.80909,-14.5,3.8,-28.5,129,106,0.0441550204066004,-0.567507002801127,97,0.165486915272244,-0.215800720202774,0.0503138049305319
"72","ALEXFIORD:MEADOW","ALEXFIORD:MEADOW:Mead.c.6","WET",78.87558,"North America-East",0,12,24,18.7209501636823,14.5729851184111,66.7060647179066,95,-0.00443326888612837,2052,78.87558,-75.80909,-14.5,3.8,-28.5,129,106,0.0441550204066004,-0.567507002801127,98,0.273800172121979,0.514987533937101,-0.788787706059079
"73","ALEXFIORD:MEADOW","ALEXFIORD:MEADOW:Mead.c.7","WET",78.87558,"North America-East",0,9,24,10.0683117458926,19.8958984617554,70.035789792352,96,-0.00259354300069608,2054,78.87558,-75.80909,-14.5,3.8,-28.5,129,106,0.0441550204066004,-0.567507002801127,99,0.273696315316383,0.404727003705271,-0.678423319021656
"74","ALEXFIORD:MEADOW","ALEXFIORD:MEADOW:Mead.c.8","WET",78.87558,"North America-East",0,10,19,6.8597477254525,18.2993726584182,74.8408796161293,97,0.0018736756434372,2078,78.87558,-75.80909,-14.5,3.8,-28.5,129,106,0.0441550204066004,-0.567507002801127,100,-0.022231695641169,-0.0355211085224331,0.057752804163602
"75","ALEXFIORD:MEADOW","ALEXFIORD:MEADOW:Mead.c.9","WET",78.87558,"North America-East",0,8,19,6.17258232273279,15.3367456845013,78.4906719927659,98,0.00207190187986581,2079,78.87558,-75.80909,-14.5,3.8,-28.5,129,106,0.0441550204066004,-0.567507002801127,101,-0.26538415939484,0.289631134098802,-0.0242469747039633
