"","SiteSubsitePlot","YEAR","SPECIES_NAME","RelCover"
"98","ATQASUK:RATE_BETULA_SHRUB:48",2000,"Eriophorum vaginatum",35.0542104376159
"99","ATQASUK:RATE_BETULA_SHRUB:9",2009,"Salix pulchra",13.953488372093
"100","ATQASUK:RATE_BETULA_SHRUB:9",2009,"Eriophorum angustifolium",3.76527131782946
"101","ATQASUK:RATE_BETULA_SHRUB:44",2009,"Cassiope tetragona",28.5783795032931
"102","ATQASUK:RATE_BETULA_SHRUB:9",2000,"Vaccinium vitis-idaea",4.39126414457547
"103","ATQASUK:RATE_BETULA_SHRUB:44",2000,"Rubus chamaemorus",10.3269273249393
"104","ATQASUK:RATE_BETULA_SHRUB:31",2000,"Luzula wahlenbergii",3.56110694848128
"105","ATQASUK:RATE_BETULA_SHRUB:50",2009,"Betula nana",27.6750943918398
"106","ATQASUK:RATE_BETULA_SHRUB:54",2000,"Salix pulchra",17.5730089153291
"107","ATQASUK:RATE_BETULA_SHRUB:9",2000,"Eriophorum angustifolium",4.07760241996294
"108","ATQASUK:RATE_BETULA_SHRUB:56",2009,"Eriophorum vaginatum",20.8477964921498
"109","ATQASUK:RATE_BETULA_SHRUB:56",2000,"Eriophorum vaginatum",29.1465167951902
"110","ATQASUK:RATE_BETULA_SHRUB:31",2000,"Poa arctica",0.109838535705758
"111","ATQASUK:RATE_BETULA_SHRUB:50",2000,"Ledum palustre",1.76130511299829
"112","ATQASUK:RATE_BETULA_SHRUB:56",2009,"Ledum palustre",11.6747660356039
"113","ATQASUK:RATE_BETULA_SHRUB:42",2000,"Eriophorum vaginatum",19.8893639590768
"114","ATQASUK:RATE_BETULA_SHRUB:48",2000,"Pedicularis langsdorffii",0.196618167518679
"115","ATQASUK:RATE_BETULA_SHRUB:31",2009,"Carex aquatilis",27.6338467430854
"116","ATQASUK:RATE_BETULA_SHRUB:31",2009,"Ledum palustre",8.70467042874232
"117","ATQASUK:RATE_BETULA_SHRUB:9",2009,"Pyrola grandiflora",2.48062015503876
"118","ATQASUK:RATE_BETULA_SHRUB:44",2000,"Cassiope tetragona",27.3912083057212
"119","ATQASUK:RATE_BETULA_SHRUB:42",2009,"Carex aquatilis",5.70153289784482
"120","ATQASUK:RATE_BETULA_SHRUB:44",2000,"Carex aquatilis",3.0925557764524
"121","ATQASUK:RATE_BETULA_SHRUB:48",2009,"Ledum palustre",9.4658829163086
"122","ATQASUK:RATE_BETULA_SHRUB:56",2000,"Pedicularis langsdorffii",0.196052803555091
"123","ATQASUK:RATE_BETULA_SHRUB:42",2000,"Vaccinium uliginosum",4.65248279744486
"124","ATQASUK:RATE_BETULA_SHRUB:9",2000,"Pedicularis capitata",0.0752788139070081
"125","ATQASUK:RATE_BETULA_SHRUB:42",2009,"Rubus chamaemorus",8.3486731718442
"126","ATQASUK:RATE_BETULA_SHRUB:31",2009,"Luzula confusa",1.24352434696319
"127","ATQASUK:RATE_BETULA_SHRUB:31",2009,"Salix ovalifolia",3.48186817149693
"128","ATQASUK:RATE_BETULA_SHRUB:42",2000,"Carex aquatilis",4.8851069373171
"129","ATQASUK:RATE_BETULA_SHRUB:50",2009,"Cassiope tetragona",3.86568354188494
"130","ATQASUK:RATE_BETULA_SHRUB:31",2009,"Rubus chamaemorus",6.46632660420858
"131","ATQASUK:RATE_BETULA_SHRUB:44",2009,"Eriophorum vaginatum",6.30189906995694
"132","ATQASUK:RATE_BETULA_SHRUB:56",2009,"Pedicularis kanei",6.25433894764493
"133","ATQASUK:RATE_BETULA_SHRUB:50",2000,"Pedicularis lapponica",2.04311393107802
"134","ATQASUK:RATE_BETULA_SHRUB:48",2000,"Carex bigelowii",21.4594685691815
"135","ATQASUK:RATE_BETULA_SHRUB:56",2000,"Ledum palustre",3.99947719252385
"136","ATQASUK:RATE_BETULA_SHRUB:44",2000,"Vaccinium vitis-idaea",10.8902142699359
"137","ATQASUK:RATE_BETULA_SHRUB:31",2009,"Eriophorum vaginatum",3.73057304088957
"138","ATQASUK:RATE_BETULA_SHRUB:48",2009,"Salix pulchra",2.47467876319887
"139","ATQASUK:RATE_BETULA_SHRUB:54",2000,"Polygonum viviparum",1.65159858226778
"140","ATQASUK:RATE_BETULA_SHRUB:48",2000,"Salix pulchra",1.68529857873153
"141","ATQASUK:RATE_BETULA_SHRUB:31",2000,"Salix pulchra",0.658701863302896
"142","ATQASUK:RATE_BETULA_SHRUB:50",2000,"Salix pulchra",2.12244311336746
"143","ATQASUK:RATE_BETULA_SHRUB:50",2000,"Eriophorum vaginatum",32.4080140791686
"144","ATQASUK:RATE_BETULA_SHRUB:42",2000,"Betula nana",48.0368848836181
"145","ATQASUK:RATE_BETULA_SHRUB:54",2009,"Cassiope tetragona",4.32074189432672
"146","ATQASUK:RATE_BETULA_SHRUB:31",2000,"Calamagrostis holmii",4.39140064717458
"147","ATQASUK:RATE_BETULA_SHRUB:50",2000,"Carex bigelowii",8.3415410151599
"148","ATQASUK:RATE_BETULA_SHRUB:44",2000,"Ledum palustre",5.46719681908549
"149","ATQASUK:RATE_BETULA_SHRUB:50",2009,"Carex bigelowii",4.6125157319733
"150","ATQASUK:RATE_BETULA_SHRUB:42",2009,"Salix pulchra",6.10878524769088
"151","ATQASUK:RATE_BETULA_SHRUB:44",2009,"Ledum palustre",5.37376123716538
"152","ATQASUK:RATE_BETULA_SHRUB:31",2000,"Carex aquatilis",77.0681180064388
"153","ATQASUK:RATE_BETULA_SHRUB:44",2000,"Betula nana",29.047934614535
"154","ATQASUK:RATE_BETULA_SHRUB:50",2000,"Arctagrostis latifolia",5.63617636159453
"155","ATQASUK:RATE_BETULA_SHRUB:9",2000,"Pyrola grandiflora",2.24268133097962
"156","ATQASUK:RATE_BETULA_SHRUB:9",2000,"Carex aquatilis",26.5985142471429
"157","ATQASUK:RATE_BETULA_SHRUB:9",2009,"Pedicularis capitata",2.71317829457364
"158","ATQASUK:RATE_BETULA_SHRUB:54",2000,"Carex aquatilis",44.0426288604741
"159","ATQASUK:RATE_BETULA_SHRUB:50",2009,"Arctagrostis latifolia",2.63572327541331
"160","ATQASUK:RATE_BETULA_SHRUB:44",2009,"Pedicularis sudetica",0.7327789616229
"161","ATQASUK:RATE_BETULA_SHRUB:54",2000,"Vaccinium vitis-idaea",24.5537655897143
"162","ATQASUK:RATE_BETULA_SHRUB:31",2000,"Rubus chamaemorus",0.51757498909025
"163","ATQASUK:RATE_BETULA_SHRUB:48",2000,"Betula nana",27.470366833324
"164","ATQASUK:RATE_BETULA_SHRUB:50",2009,"Eriophorum vaginatum",30.1790315034825
"165","ATQASUK:RATE_BETULA_SHRUB:42",2000,"Rubus chamaemorus",7.61844058081595
"166","ATQASUK:RATE_BETULA_SHRUB:31",2000,"Saxifraga foliolosa",0.494026397477172
"167","ATQASUK:RATE_BETULA_SHRUB:54",2009,"Calamagrostis holmii",2.46896891428698
"168","ATQASUK:RATE_BETULA_SHRUB:31",2000,"Vaccinium vitis-idaea",6.25766770137751
"169","ATQASUK:RATE_BETULA_SHRUB:31",2000,"Luzula confusa",0.82337732912862
"170","ATQASUK:RATE_BETULA_SHRUB:44",2009,"Salix pulchra",5.27600852368488
"171","ATQASUK:RATE_BETULA_SHRUB:50",2009,"Pedicularis sudetica",2.63572327541331
"172","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Carex rariflora",2.43843558254158
"173","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Dryas integrifolia",0.423217724358296
"174","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Saxifraga foliolosa",1.24975158703078
"175","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Comarum palustre",0.052902215544787
"176","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Polygonum viviparum",1.46309792697312
"177","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Epilobium palustre",0.211608862179148
"178","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Dupontia fisheri",0.846435448716592
"179","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Eriophorum scheuchzeri",2.4640620286548
"180","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Hippuris vulgaris",2.53930634614978
"181","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Juncus biglumis",0.336008458452927
"182","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Luzula wahlenbergii",0.74992594481295
"183","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Salix arctica",4.44378610576211
"184","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Juncus albescens",5.41596517343912
"185","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Saxifraga cernua",0.914436204358203
"186","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Carex rariflora",3.74962972406475
"187","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Salix pulchra",3.41354726369645
"188","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Dupontia fisheri",7.0305557326214
"189","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Pedicularis langsdorffii",5.39602598556828
"190","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Carex rariflora",21.026662644521
"191","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Comarum palustre",5.48661722614922
"192","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Carex chordorrhiza",38.0472734198108
"193","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Arctagrostis latifolia",1.19469674116596
"194","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Salix arctica",7.22791528405408
"195","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Dupontia fisheri",1.14304525544775
"196","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Caltha palustris",1.4998518896259
"197","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Salix pulchra",9.99913758516347
"198","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Juncus biglumis",10.4989632273813
"199","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Carex chordorrhiza",46.6362464222683
"200","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Caltha palustris",1.64598516784477
"201","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Hierochloe pauciflora",1.39391242275539
"202","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Juncus biglumis",0.609563173825178
"203","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Polygonum viviparum",1.24975158703078
"204","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Caltha palustris",0.211608862179148
"205","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Hierochloe pauciflora",1.1426878557674
"206","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Hierochloe pauciflora",7.91584331047309
"207","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Carex chordorrhiza",43.3077568672662
"208","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Salix arctica",3.88635386852236
"209","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Salix pulchra",8.68714394140293
"210","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Eriophorum scheuchzeri",0.783854714375852
"211","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Comarum palustre",0.833167724687187
"212","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Juncus albescens",3.47485757656117
"213","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Saxifraga hirculus",0.761791903844933
"214","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Poa arctica",1.49337092645746
"215","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Carex aquatilis",8.96147480271039
"216","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Carex rariflora",35.9735065704552
"217","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Eriophorum angustifolium",4.26730799125799
"218","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Saxifraga hirculus",0.914436204358203
"219","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Carex aquatilis",4.1475336987113
"220","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Luzula wahlenbergii",0.338574179486637
"221","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Caltha palustris",0.224005638968618
"222","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Eriophorum angustifolium",9.37407431016187
"223","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Polygonum viviparum",0.483737858941532
"224","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Saxifraga foliolosa",0.238939348233193
"225","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Polygonum viviparum",0.224005638968618
"226","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Pedicularis sudetica",3.12456644906316
"227","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Salix arctica",7.4992594481295
"228","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Carex aquatilis",15.2025160313369
"229","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Dupontia fisheri",0.634682643744419
"230","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Carex aquatilis",14.6235559238525
"231","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Dryas integrifolia",8.43666687914568
"232","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Luzula wahlenbergii",4.57218102179101
"233","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Saxifraga foliolosa",2.74330861307461
"234","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Eriophorum angustifolium",4.09124574137165
"235","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,"Juncus biglumis",0.888757221152422
"236","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Luzula wahlenbergii",0.821354009551601
"237","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Saxifraga hirculus",0.298674185291491
"238","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,"Juncus albescens",0.497889866880916
"239","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,"Saxifraga hirculus",6.74933350331655
"240","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,"Hierochloe pauciflora",1.3716543065373
"241","ATQASUK:RATE_DRYAS_HEATH:5",2009,"Minuartia arctica",6.40547879597753
"242","ATQASUK:RATE_DRYAS_HEATH:16",2000,"Luzula confusa",0.0717877666466857
"243","ATQASUK:RATE_DRYAS_HEATH:19",2000,"Cassiope tetragona",26.2741415619554
"244","ATQASUK:RATE_DRYAS_HEATH:1",2000,"Luzula confusa",0.0388453601526288
"245","ATQASUK:RATE_DRYAS_HEATH:19",2000,"Luzula arctica",0.0856767348253651
"246","ATQASUK:RATE_DRYAS_HEATH:17",2000,"Cassiope tetragona",6.40928183251801
"247","ATQASUK:RATE_DRYAS_HEATH:17",2009,"Polygonum viviparum",0.674565266668825
"248","ATQASUK:RATE_DRYAS_HEATH:14",2009,"Bromus pumpellianus",3.03797852908675
"249","ATQASUK:RATE_DRYAS_HEATH:1",2009,"Salix lanata",1.07198559323397
"250","ATQASUK:RATE_DRYAS_HEATH:1",2000,"Polygonum viviparum",0.0905486250644027
"251","ATQASUK:RATE_DRYAS_HEATH:17",2009,"Luzula arctica",1.44567047699233
"252","ATQASUK:RATE_DRYAS_HEATH:14",2000,"Packera hyperborealis",0.81350717735196
"253","ATQASUK:RATE_DRYAS_HEATH:5",2009,"Achillea lanulosa",7.81331531901747
"254","ATQASUK:RATE_DRYAS_HEATH:17",2000,"Stellaria laeta",0.298106131745024
"255","ATQASUK:RATE_DRYAS_HEATH:19",2009,"Saxifraga hieraciifolia",1.88414043629156
"256","ATQASUK:RATE_DRYAS_HEATH:1",2000,"Vaccinium vitis-idaea",0.0905486250644027
"257","ATQASUK:RATE_DRYAS_HEATH:19",2009,"Salix reticulata",5.27559322161637
"258","ATQASUK:RATE_DRYAS_HEATH:1",2000,"Luzula arctica",0.0452743125322014
"259","ATQASUK:RATE_DRYAS_HEATH:5",2009,"Draba nivalis",0.492683655112572
"260","ATQASUK:RATE_DRYAS_HEATH:19",2000,"Pedicularis capitata",0.449802857833167
"261","ATQASUK:RATE_DRYAS_HEATH:16",2000,"Luzula arctica",0.717877666466857
"262","ATQASUK:RATE_DRYAS_HEATH:17",2009,"Petasites frigidus",0.505974547456365
"263","ATQASUK:RATE_DRYAS_HEATH:1",2000,"Petasites frigidus",0.543291750386416
"264","ATQASUK:RATE_DRYAS_HEATH:16",2009,"Carex bigelowii",7.34764140710832
"265","ATQASUK:RATE_DRYAS_HEATH:5",2009,"Erigeron eriocephalus",2.58684787412842
"266","ATQASUK:RATE_DRYAS_HEATH:19",2000,"Pedicularis langsdorffii",0.17135346965073
"267","ATQASUK:RATE_DRYAS_HEATH:19",2009,"Cassiope tetragona",21.7722476162483
"268","ATQASUK:RATE_DRYAS_HEATH:1",2009,"Poa arctica",0.32157959899024
"269","ATQASUK:RATE_DRYAS_HEATH:14",2000,"Kobresia sibirica",4.0675358867598
"270","ATQASUK:RATE_DRYAS_HEATH:5",2009,"Bromus pumpellianus",1.23178304772069
"271","ATQASUK:RATE_DRYAS_HEATH:5",2009,"Koeleria asiatica",4.43459635564871
"272","ATQASUK:RATE_DRYAS_HEATH:16",2000,"Festuca brachyphylla",0.0717877666466857
"273","ATQASUK:RATE_DRYAS_HEATH:1",2000,"Salix glauca",4.07468812789812
"274","ATQASUK:RATE_DRYAS_HEATH:16",2009,"Empetrum nigrum",17.4943843026389
"275","ATQASUK:RATE_DRYAS_HEATH:1",2009,"Salix alaxensis",8.26925859823453
"276","ATQASUK:RATE_DRYAS_HEATH:14",2000,"Poa glauca",0.492911394277347
"277","ATQASUK:RATE_DRYAS_HEATH:17",2000,"Poa arctica",2.23579598808768
"278","ATQASUK:RATE_DRYAS_HEATH:17",2000,"Arctostaphylos rubra",0.149053065872512
"279","ATQASUK:RATE_DRYAS_HEATH:14",2000,"Astragalus alpinus",2.11290000517686
