"","X.x","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT.x","LONG.x","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","PlotYearFuncCover","PlotYearDominatingFG","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","NumYears","Duration","LogPlotSize","YearCentred","Slope","X.y","mat.x","warmq.x","coldq.x","prec.x","X.x.x","LAT.y","LONG.y","mat.y","warmq.y","coldq.y","prec.y","ID","WarmQSlope","PrecSlope","X.y.y","ForbSlope","GraminoidSlope","ShrubSlope"
"11",11,"ATQASUK:RATE_CAREX_ WET_MEADOW:22:2000","ATQASUK:RATE_CAREX_ WET_MEADOW:22","ATQASUK:RATE_CAREX_ WET_MEADOW","ATQASUK","RATE_CAREX_ WET_MEADOW","22",2000,"LIVE",NA,"percent_cover","Dryas integrifolia","Dryas","SEVER","Dryas integrifolia","CTL",0.423217724358296,"WET",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",4.86700383012041,"None",4.86700383012041,85.476014135472,9.6569820344076,"Graminoid-Dominated",15.4010338712795,12.181702387581,72.4172637411395,17,17,2,9,0,-3,5.58255096420903e-16,11,-11.1,8,-28.1,138,11,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,288,0.561048967371867,-2.90194453207392,2.34089556470205
"12",12,"ATQASUK:RATE_DRYAS_HEATH:5:2009","ATQASUK:RATE_DRYAS_HEATH:5","ATQASUK:RATE_DRYAS_HEATH","ATQASUK","RATE_DRYAS_HEATH","5",2009,"LIVE",NA,"percent_cover","Minuartia arctica","Minuartia","FORB","Minuartia arctica","CTL",6.40547879597753,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",32.3759532534416,"None",0,67.6240467465584,32.3759532534416,"Graminoid-Dominated",0,34.0954069638856,65.9045930361144,18,19,2,9,0,6,-0.222222222222241,13,-11.1,8,-28.1,138,13,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,294,-0.382100824543149,0.382100824543147,NA
"13",13,"ATQASUK:RATE_DRYAS_HEATH:16:2000","ATQASUK:RATE_DRYAS_HEATH:16","ATQASUK:RATE_DRYAS_HEATH","ATQASUK","RATE_DRYAS_HEATH","16",2000,"LIVE",NA,"percent_cover","Luzula confusa","Luzula","RUSH","Luzula confusa","CTL",0.0717877666466857,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",29.6823271679606,"None",57.4993688658849,29.6823271679606,12.8183039661545,"Shrub-Dominated",65.9349896166452,9.09809716500716,24.9669132183477,20,19,2,9,0,-3,-0.222222222222225,14,-11.1,8,-28.1,138,14,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,291,-0.826712622477185,-1.04786976658067,1.87458238905785
"14",14,"ATQASUK:RATE_DRYAS_HEATH:19:2000","ATQASUK:RATE_DRYAS_HEATH:19","ATQASUK:RATE_DRYAS_HEATH","ATQASUK","RATE_DRYAS_HEATH","19",2000,"LIVE",NA,"percent_cover","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",26.2741415619554,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",50.5206575175337,"Shrub-Dominated",50.5206575175337,40.1705652436903,9.30877723877592,"Shrub-Dominated",52.6999451980178,16.3495623308557,30.9504924711265,17,16,2,9,0,-3,-0.222222222222225,15,-11.1,8,-28.1,138,15,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,293,1.56461890935108,-2.04890506056976,0.484286151218681
"15",15,"ATQASUK:RATE_DRYAS_HEATH:1:2000","ATQASUK:RATE_DRYAS_HEATH:1","ATQASUK:RATE_DRYAS_HEATH","ATQASUK","RATE_DRYAS_HEATH","1",2000,"LIVE",NA,"percent_cover","Luzula confusa","Luzula","RUSH","Luzula confusa","CTL",0.0388453601526288,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",21.8678551475535,"None",76.0812184947378,21.8678551475535,2.05092635770872,"Shrub-Dominated",69.8981334060363,12.1850792128132,17.9167873811506,21,18,2,9,0,-3,-0.777777777777785,16,-11.1,8,-28.1,138,16,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,289,2.25203396780101,-0.878015059200661,-1.37401890860035
"16",16,"ATQASUK:RATE_DRYAS_HEATH:17:2000","ATQASUK:RATE_DRYAS_HEATH:17","ATQASUK:RATE_DRYAS_HEATH","ATQASUK","RATE_DRYAS_HEATH","17",2000,"LIVE",NA,"percent_cover","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",6.40928183251801,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",39.5190355670426,"None",39.5190355670426,54.8515282410844,5.62943619187303,"Graminoid-Dominated",47.870046911464,9.34178975812362,42.7881633304123,20,18,2,9,0,-3,-0.444444444444448,17,-11.1,8,-28.1,138,17,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,292,0.824967459166806,-2.68074775792715,1.85578029876034
"17",17,"ATQASUK:RATE_DRYAS_HEATH:14:2009","ATQASUK:RATE_DRYAS_HEATH:14","ATQASUK:RATE_DRYAS_HEATH","ATQASUK","RATE_DRYAS_HEATH","14",2009,"LIVE",NA,"percent_cover","Bromus pumpellianus","Bromus","GRASS","Bromus pumpellianus","CTL",3.03797852908675,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",32.911180900229,"None",63.2913459384126,32.911180900229,3.79747316135843,"Shrub-Dominated",69.1224695258523,6.09828249576386,24.7792479783839,10,14,2,9,0,6,-0.777777777777841,18,-11.1,8,-28.1,138,18,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,290,-0.511290963201247,1.80709620485462,-1.29580524165337
"18",18,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:46:2000","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:46","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","ATQASUK","RATE_ERIOPHORUM_WET_MEADOW","46",2000,"LIVE",NA,"percent_cover","Salix pulchra","Salix","SDECI","Salix pulchra","CTL",0.209614309670207,"WET",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",0.209614309670207,"None",0.209614309670207,98.951928451649,0.838457238680827,"Graminoid-Dominated",0.104807154835103,7.60679911336252,92.2883937318024,5,6,2,9,0,-3,0.111111111111112,19,-11.1,8,-28.1,138,19,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,297,1.5040759721515,-1.48078549329926,-0.0232904788522454
"19",19,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:45:2009","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:45","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","ATQASUK","RATE_ERIOPHORUM_WET_MEADOW","45",2009,"LIVE",NA,"percent_cover","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",0.40551500405515,"WET",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",88.6455798864558,"Graminoid-Dominated",6.4882400648824,88.6455798864558,4.8661800486618,"Graminoid-Dominated",5.09883409735619,2.51036977703569,92.3907961256081,5,5,2,9,0,6,0,20,-11.1,8,-28.1,138,20,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,296,0.523513393694733,-0.832270275367251,0.308756881672516
"20",20,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13:2000","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","ATQASUK","RATE_ERIOPHORUM_WET_MEADOW","13",2000,"LIVE",NA,"percent_cover","Cardamine pratensis","Cardamine","FORB","Cardamine pratensis","CTL",0.511084137226091,"WET",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",2.35098703124002,"None",0,97.64901296876,2.35098703124002,"Graminoid-Dominated",0,11.2952483284177,88.7047516715823,7,8,2,9,0,-3,0.111111111111112,21,-11.1,8,-28.1,138,21,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,295,1.98761362159506,-1.98761362159506,NA
"21",21,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:55:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:55","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","55",2000,"LIVE",NA,"percent_cover","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",7.3392614058733,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",53.8673455483467,"Graminoid-Dominated",40.9460631743115,53.8673455483467,5.18659127734179,"Graminoid-Dominated",39.1585197232123,9.3845342070349,51.4569460697528,11,10,2,9,0,-3,-0.111111111111112,22,-11.1,8,-28.1,138,22,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,306,0.932876206598479,-0.535644328576425,-0.397231878022054
"22",22,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:24:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:24","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","24",2000,"LIVE",NA,"percent_cover","Poa arctica","Poa","GRASS","Poa arctica","CTL",0.0727601967906972,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",34.603636918982,"None",44.4446989778665,34.603636918982,20.9516641031515,"None",41.4050926855734,27.5672036498958,31.0277036645308,20,20,2,9,0,-3,0,23,-11.1,8,-28.1,138,23,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,298,1.47011989927653,-0.794651834322502,-0.675468064954029
"23",23,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:32:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:32","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","32",2009,"LIVE",NA,"percent_cover","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",0.668486313655151,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",0.668486313655151,"None",55.9931373313577,43.3383763549871,0.668486313655151,"Shrub-Dominated",42.3940515642784,0.490285055737453,57.1156633799841,9,8,2,9,0,6,0.11111111111112,24,-11.1,8,-28.1,138,24,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,301,0.0396002795372694,-3.06161933888847,3.02201905935119
"24",24,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","38",2009,"LIVE",NA,"percent_cover","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",9.17098849499493,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",78.743024316876,"Shrub-Dominated",78.743024316876,13.2979333177427,7.95904236538135,"Shrub-Dominated",80.9337884648088,5.72433149049311,13.3418800446981,9,10,2,9,0,6,-0.333333333333361,25,-11.1,8,-28.1,138,25,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,302,0.496602416641872,-0.00976593932343293,-0.486836477318438
"25",25,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:59:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:59","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","59",2009,"LIVE",NA,"percent_cover","Polygonum viviparum","Polygonum","FORB","Polygonum viviparum","CTL",0.739757772699909,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",19.4473178278516,"None",63.8869001767185,16.6657819954299,19.4473178278516,"Shrub-Dominated",76.8156849692496,12.8005523707244,10.383762660026,19,18,2,9,0,6,0.22222222222224,26,-11.1,8,-28.1,138,26,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,308,1.47705899047283,1.39600429675655,-2.87306328722938
"26",26,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:51:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:51","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","51",2000,"LIVE",NA,"percent_cover","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",13.7057623881776,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",49.6850349949684,"None",49.6850349949684,43.3591876969174,6.95577730811418,"None",56.5540124668574,8.02854953022245,35.4174380029202,10,10,2,9,0,-3,0,27,-11.1,8,-28.1,138,27,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,304,0.238393827135172,-1.76483326533274,1.52643943819757
"27",27,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:8:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:8","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","8",2009,"LIVE",NA,"percent_cover","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",12.9327068155365,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Shrub",87.1977959532385,"Shrub-Dominated",87.1977959532385,10.8427030141045,1.95950103265704,"Shrub-Dominated",83.4423700506142,1.69124108907843,14.8663888603073,11,10,2,9,0,6,0.33333333333336,28,-11.1,8,-28.1,138,28,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,309,0.0596133207952517,-0.894152410267367,0.834539089472114
"28",28,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:53:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:53","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","53",2000,"LIVE",NA,"percent_cover","Artemisia arctica","Artemisia","FORB","Artemisia arctica","CTL",0.306295912481048,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",4.33357666841936,"None",70.3459612331473,25.3204620984333,4.33357666841936,"Shrub-Dominated",68.3828687952217,8.70060362108106,22.9165275836972,10,10,2,9,0,-3,-0.111111111111112,29,-11.1,8,-28.1,138,29,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,305,0.970450433924833,-0.534207669941359,-0.436242763983475
"29",29,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","49",2000,"LIVE",NA,"percent_cover","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",0.343471466107953,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Forb",1.10847609516658,"None",42.9512629601932,55.9402609446402,1.10847609516658,"Graminoid-Dominated",50.9193670623939,2.12656807482573,46.9540648627803,11,11,2,9,0,-3,2.79127548210452e-16,30,-11.1,8,-28.1,138,30,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,303,0.226242662146481,-1.99693246263554,1.77068980048906
"30",30,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:58:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:58","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","58",2000,"LIVE",NA,"percent_cover","Poa arctica","Poa","GRASS","Poa arctica","CTL",0.141948026581755,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",12.2463672661037,"None",64.3157423768232,12.2463672661037,23.4378903570731,"Shrub-Dominated",63.4624257550229,22.2299749676603,14.3075992773168,18,16,2,9,0,-3,-0.333333333333336,31,-11.1,8,-28.1,138,31,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,307,-0.268425642091734,0.458051558047358,-0.189625915955623
"31",31,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","28",2009,"LIVE",NA,"percent_cover","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",1.48041470561065,"DRY",70.456021,-157.414293,29,"LOW",1,"Arctic",70,-157,"_70_-157","North America-West","Cover","Graminoid",11.1919351744165,"None",79.5870945736287,11.1919351744165,9.22097025195474,"Shrub-Dominated",84.4205603340663,6.72578797472694,8.85365169120678,8,9,2,9,0,6,-0.22222222222224,32,-11.1,8,-28.1,138,32,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,300,0.554484950495112,0.519618551824433,-1.07410350231955
