"","SiteSubsitePlot","NbSpeciesPerTrendPlot","trend","TotalSpecies","ProportionSpecies","SiteSubsite","LAT.x","SurveyedArea","Region","MOISTURE","Duration","PlotGraminoidMean","PlotShrubMean","PlotForbMean","MeanRichness","LogPlotSize","GramDivided","ShrubDivided","ForbDivided","X.x","LAT.y","LONG","mat","warmq","coldq","prec","ID","WarmQSlope","PrecSlope","X.y","ForbSlope","GraminoidSlope","ShrubSlope"
"27","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:8",7,"Persisting",12,0.583333333333333,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",70.456021,1,"North America-West","DRY",9,14.8663888603073,83.4423700506142,1.69124108907843,10,0,0.148663888603073,0.834423700506142,0.0169124108907843,28,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,309,0.0596133207952517,-0.894152410267367,0.834539089472114
"28","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:53",9,"Persisting",10,0.9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",70.456021,1,"North America-West","DRY",9,22.9165275836972,68.3828687952217,8.70060362108106,10,0,0.229165275836972,0.683828687952217,0.0870060362108106,29,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,305,0.970450433924833,-0.534207669941359,-0.436242763983475
"29","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49",11,"Persisting",11,1,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",70.456021,1,"North America-West","DRY",9,46.9540648627803,50.9193670623939,2.12656807482573,11,0,0.469540648627803,0.509193670623939,0.0212656807482573,30,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,303,0.226242662146481,-1.99693246263554,1.77068980048906
"30","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:58",14,"Persisting",19,0.736842105263158,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",70.456021,1,"North America-West","DRY",9,14.3075992773168,63.4624257550229,22.2299749676603,16,0,0.143075992773168,0.634624257550229,0.222299749676603,31,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,307,-0.268425642091734,0.458051558047358,-0.189625915955623
"31","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28",8,"Persisting",10,0.8,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",70.456021,1,"North America-West","DRY",9,8.85365169120678,84.4205603340663,6.72578797472694,9,0,0.0885365169120678,0.844205603340663,0.0672578797472694,32,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,300,0.554484950495112,0.519618551824433,-1.07410350231955
"32","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:25",10,"Persisting",12,0.833333333333333,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",70.456021,1,"North America-West","DRY",9,22.846679172563,73.7099880314858,3.44333279595119,11,0,0.22846679172563,0.737099880314858,0.0344333279595119,33,70.456021,-157.414293,-11.1,8,-28.1,138,2,0.024304301798846,1.39887955182073,299,0.474991163217231,1.1246652850491,-1.59965644826633
"33","BARROW:ARCTOPHILA_POND_ORDINATION:21",5,"Persisting",5,1,"BARROW:ARCTOPHILA_POND_ORDINATION",71.29,1,"North America-West","WET",9,66.6908194269362,0,33.3091805730638,5,0,0.666908194269362,0,0.333091805730638,34,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,321,0.955034896394181,-0.955034896394186,NA
"34","BARROW:CAREX WET MEADOW_ORDINATION:16",3,"Persisting",3,1,"BARROW:CAREX WET MEADOW_ORDINATION",71.29,1,"North America-West","WET",9,100,0,0,3,0,1,0,0,35,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,417,NA,0,NA
"35","BARROW:CAREX WET MEADOW_ORDINATION:12",2,"Persisting",2,1,"BARROW:CAREX WET MEADOW_ORDINATION",71.29,1,"North America-West","WET",9,100,0,0,2,0,1,0,0,36,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,416,NA,0,NA
"36","BARROW:CAREX_MESIC MEADOW_ORDINATION:17",6,"Persisting",11,0.545454545454545,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,96.6990247439142,1.6993204326563,1.60165482342953,8,0,0.966990247439142,0.016993204326563,0.0160165482342953,37,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,419,-0.0523846727998203,0.163749487107391,-0.111364814307574
"37","BARROW:CAREX_MESIC MEADOW_ORDINATION:20",10,"Persisting",16,0.625,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,70.5810285960607,0,29.4189714039393,13,0,0.705810285960607,0,0.294189714039393,38,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,422,3.10710799336012,-3.10710799336013,NA
"38","BARROW:CAREX_MESIC MEADOW_ORDINATION:19",8,"Persisting",12,0.666666666666667,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,73.2698026697927,1.4571595103944,25.2730378198129,10,0,0.732698026697927,0.014571595103944,0.252730378198129,39,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,421,1.07590934703811,-1.39972257157021,0.323813224532093
"39","BARROW:CAREX_MESIC MEADOW_ORDINATION:24",6,"Persisting",12,0.5,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,79.9152638673786,0,20.0847361326214,9,0,0.799152638673786,0,0.200847361326214,40,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,425,-2.05277272538988,2.05277272538988,NA
"40","BARROW:CAREX_MESIC MEADOW_ORDINATION:4",9,"Persisting",12,0.75,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,74.3054412816078,14.3321164822085,11.3624422361836,10,0,0.743054412816078,0.143321164822085,0.113624422361836,41,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,427,1.12944708716818,-0.49295229295669,-0.636494794211487
"41","BARROW:CAREX_MESIC MEADOW_ORDINATION:22",7,"Persisting",11,0.636363636363636,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,79.8428360884826,0,20.1571639115174,9,0,0.798428360884826,0,0.201571639115174,42,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,423,1.39595528229546,-1.39595528229546,NA
"42","BARROW:CAREX_MESIC MEADOW_ORDINATION:18",9,"Persisting",16,0.5625,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,41.623699654499,39.4145247570528,18.9617755884482,12,0,0.41623699654499,0.394145247570528,0.189617755884482,43,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,420,2.89154895763298,-0.592108283903354,-2.29944067372963
"43","BARROW:CAREX_MESIC MEADOW_ORDINATION:23",6,"Persisting",7,0.857142857142857,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,99.1045845272206,0,0.89541547277937,6,0,0.991045845272206,0,0.0089541547277937,44,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,424,-0.198981216173195,0.198981216173196,NA
"44","BARROW:CAREX_MESIC MEADOW_ORDINATION:6",3,"Persisting",5,0.6,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,100,0,0,4,0,1,0,0,45,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,428,NA,0,NA
"45","BARROW:CAREX_MESIC MEADOW_ORDINATION:3",7,"Persisting",9,0.777777777777778,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,89.3407536135251,0,10.6592463864749,8,0,0.893407536135251,0,0.106592463864749,46,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,426,1.4886164242348,-1.4886164242348,NA
"46","BARROW:CAREX_MESIC MEADOW_ORDINATION:13",2,"Persisting",2,1,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,100,0,0,2,0,1,0,0,47,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,418,NA,0,NA
"47","BARROW:CAREX_MOIST MEADOW_ORDINATION:2",7,"Persisting",16,0.4375,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,67.183713853637,18.9427443806115,13.8735417657515,12,0,0.67183713853637,0.189427443806115,0.138735417657515,48,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,432,0.491965892505413,-0.817389352446764,0.325423459941354
"48","BARROW:CAREX_MOIST MEADOW_ORDINATION:9",10,"Persisting",15,0.666666666666667,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,54.5237268347914,32.8768593943952,12.5994137708134,12,0,0.545237268347914,0.328768593943952,0.125994137708134,49,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,435,-0.282081002162141,-3.81792160500533,4.10000260716747
"49","BARROW:CAREX_MOIST MEADOW_ORDINATION:14",8,"Persisting",11,0.727272727272727,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,48.5408438443462,47.8529770091638,3.60617914648996,10,0,0.485408438443462,0.478529770091638,0.0360617914648996,50,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,430,0.347712026725665,-2.14159108165037,1.7938790549247
"50","BARROW:CAREX_MOIST MEADOW_ORDINATION:15",7,"Persisting",13,0.538461538461538,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,86.4463929973739,0,13.5536070026261,10,0,0.864463929973739,0,0.135536070026261,51,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,431,1.80898428847819,-1.80898428847819,NA
"51","BARROW:CAREX_MOIST MEADOW_ORDINATION:1",11,"Persisting",18,0.611111111111111,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,62.7552216271845,19.0263617004035,18.218416672412,14,0,0.627552216271845,0.190263617004035,0.18218416672412,52,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,429,1.09194425184625,-2.94228701174428,1.85034275989803
"52","BARROW:CAREX_MOIST MEADOW_ORDINATION:5",4,"Persisting",4,1,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,100,0,0,4,0,1,0,0,53,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,433,NA,2.23302038568361e-15,NA
"53","BARROW:CAREX_MOIST MEADOW_ORDINATION:8",6,"Persisting",13,0.461538461538462,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,66.1368856417508,30.9293339726666,2.93378038558257,10,0,0.661368856417508,0.309293339726666,0.0293378038558257,54,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,434,-0.651951196796132,-1.26081688169719,1.91276807849332
"54","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB01.5",7,"Persisting",9,0.777777777777778,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,80.5424528301887,0,19.4575471698113,8,-0.693147180559945,0.805424528301887,0,0.194575471698113,55,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,438,-1.54612159329142,1.54612159329142,NA
"55","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB02.0",7,"Persisting",9,0.777777777777778,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,58.7589605734767,0,41.2410394265233,8,-0.693147180559945,0.587589605734767,0,0.412410394265233,56,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,439,-1.6377937076862,1.6377937076862,NA
"56","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB00.5",8,"Persisting",9,0.888888888888889,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,73.0072463768116,0,26.9927536231884,8,-0.693147180559945,0.730072463768116,0,0.269927536231884,57,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,436,0.442834138486316,-0.442834138486319,NA
"57","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB01.0",4,"Persisting",6,0.666666666666667,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,84.4427244582043,0,15.5572755417957,5,-0.693147180559945,0.844427244582043,0,0.155572755417957,58,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,437,-1.11799105607156,1.11799105607156,NA
"58","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB02.5",10,"Persisting",11,0.909090909090909,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,80.2951388888889,0,19.7048611111111,10,-0.693147180559945,0.802951388888889,0,0.197048611111111,59,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,440,0.559413580246919,-0.55941358024692,NA
"59","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC03.5",5,"Persisting",6,0.833333333333333,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,81.1827956989247,0,18.8172043010753,6,-0.693147180559945,0.811827956989247,0,0.188172043010753,60,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,485,0.119474313022702,-0.119474313022699,NA
"60","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB28.0",9,"Persisting",10,0.9,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,82.1640994357176,4.3388744852829,13.4970260789995,10,-0.693147180559945,0.821640994357176,0.043388744852829,0.134970260789995,61,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,470,-0.748987511226347,0.588006032569098,0.160981478657247
"61","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB29.0",5,"Persisting",9,0.555555555555556,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,85.6446370530878,0,14.3553629469122,7,-0.693147180559945,0.856446370530878,0,0.143553629469122,63,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,471,1.93812447333576,-1.93812447333576,NA
"62","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC29.0",6,"Persisting",12,0.5,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,88.142697466468,0.568181818181818,11.2891207153502,9,-0.693147180559945,0.88142697466468,0.00568181818181818,0.112891207153502,64,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,515,1.49859248219905,-1.37232985593643,-0.126262626262628
"63","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC18.0",7,"Persisting",10,0.7,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,71.1035653650255,0,28.8964346349745,8,-0.693147180559945,0.711035653650255,0,0.288964346349745,65,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,504,3.61441237502362,-3.61441237502362,NA
